event_id,user_id,age_group,gender,device_type,os,content_type,content_genre,watch_duration_minutes,session_start_hour,ad_exposure_count,ad_skipped,subscription_type,network_type,buffering_events,rating_given,timestamp
23862,11783,18-24,Other,Tablet,Android,Movie,Thriller,5.89,21,2,0,Free,4G,1,3,15-03-2025 22:38
23863,8510,45-54,Male,Tablet,Android,TV Show,Sports,76.9,6,0,0,Premium,WiFi,0,,18-02-2025 23:14
23864,11565,45-54,Male,Laptop,macOS,Live Sports,Romance,42.21,19,2,0,Free,5G,0,4,13-06-2025 06:14
23865,8249,35-44,Female,Mobile,Android,Kids,Documentary,5.91,6,3,0,Ad-supported,WiFi,1,4,13-02-2025 12:17
23866,19268,35-44,Female,Tablet,Windows,News,Action,29.14,19,2,0,Ad-supported,4G,0,4,11-06-2025 09:37
23867,11333,18-24,Female,Mobile,Android,Movie,Comedy,0.38,20,4,0,Ad-supported,Broadband,0,3,06-04-2025 07:49
23868,2880,25-34,Male,Smart TV,Windows,Live Sports,Documentary,88.83,13,3,1,Free,4G,0,5,07-01-2025 05:21
23869,2576,Other,Male,Mobile,Linux,Kids,Action,106.01,7,1,0,Premium,WiFi,1,3,18-04-2025 13:11
23870,18264,25-34,Male,Laptop,Linux,Live Sports,Romance,50.71,13,4,0,Free,Broadband,0,3,07-01-2025 23:47
23871,16079,35-44,Female,Mobile,Android,TV Show,Comedy,34.83,15,3,0,Ad-supported,5G,0,5,05-03-2025 20:39
23872,10480,35-44,Female,Laptop,Android,Movie,Sports,3.37,6,2,1,Ad-supported,4G,2,4,27-04-2025 10:39
23873,17490,25-34,Female,Tablet,iOS,Movie,Thriller,4.38,7,1,0,Free,5G,0,4,27-04-2025 18:48
23874,16452,25-34,Female,Smart TV,Windows,News,Action,62.34,20,1,1,Ad-supported,4G,0,4,19-03-2025 11:05
23875,13677,35-44,Male,Tablet,macOS,Movie,Documentary,2.42,1,0,0,Premium,WiFi,0,3,06-04-2025 15:51
23876,12903,18-24,Female,Smart TV,iOS,Kids,Thriller,23.71,6,2,0,Free,4G,1,2,26-03-2025 02:54
23877,13161,25-34,Female,Mobile,iOS,News,Sports,110.16,21,3,1,Free,Broadband,1,5,22-05-2025 04:12
23878,4248,18-24,Male,Smart TV,Linux,Kids,Documentary,46.75,6,3,0,Free,4G,0,2,11-05-2025 01:17
23879,6369,18-24,Female,Tablet,Windows,Live Sports,Romance,26.89,6,0,0,Premium,WiFi,1,3,15-01-2025 14:03
23880,11529,25-34,Male,Tablet,Windows,Live Sports,Comedy,11.3,18,1,0,Premium,WiFi,0,3,20-03-2025 19:50
23881,16571,35-44,Male,Tablet,macOS,TV Show,Comedy,27.15,16,1,0,Free,4G,0,5,17-05-2025 16:07
23882,8750,45-54,Female,Tablet,iOS,News,Documentary,0,6,0,0,Free,4G,1,3,20-06-2025 11:11
23883,3675,25-34,Male,Laptop,Windows,Live Sports,Comedy,3.89,18,1,0,Free,5G,0,5,04-03-2025 04:04
23884,18915,45-54,Female,Smart TV,iOS,Movie,Action,81.76,6,0,0,Premium,WiFi,2,5,22-01-2025 21:27
23885,15718,35-44,Female,Set-top Box,Linux,TV Show,Action,36.59,20,3,0,Ad-supported,Broadband,1,3,11-01-2025 16:33
23886,8527,25-34,Female,Mobile,Windows,Kids,Sports,69.24,7,2,0,Ad-supported,WiFi,0,2,01-06-2025 00:43
23887,11356,25-34,Male,Set-top Box,Windows,Kids,Comedy,60.89,18,3,1,Free,Broadband,0,3,20-01-2025 01:42
23888,15003,18-24,Male,Mobile,iOS,Kids,Comedy,162.52,18,6,0,Free,5G,0,1,28-01-2025 09:32
23889,13637,45-54,Male,Mobile,Android,Live Sports,Action,7.75,2,1,1,Premium,WiFi,1,3,14-01-2025 01:48
23890,2580,25-34,Male,Tablet,Linux,Kids,Thriller,41.5,8,2,0,Free,WiFi,1,3,21-03-2025 15:26
23891,11855,55+,Female,Mobile,iOS,Kids,Drama,4.25,7,1,0,Ad-supported,WiFi,0,3,01-05-2025 18:24
23892,452,45-54,Male,Tablet,Linux,Live Sports,Thriller,0.55,18,0,0,Premium,WiFi,1,2,14-03-2025 14:07
23893,16028,55+,Female,Tablet,Windows,Movie,Drama,51.82,19,2,0,Premium,4G,1,3,28-03-2025 21:49
23894,19562,35-44,Female,Laptop,iOS,Kids,Thriller,14.6,19,5,1,Ad-supported,4G,1,3,15-06-2025 09:08
23895,6851,55+,Male,Tablet,macOS,Kids,Drama,4.78,20,0,0,Premium,5G,0,2,12-06-2025 23:21
23896,15267,35-44,Female,Mobile,iOS,Live Sports,Comedy,6.78,15,0,0,Premium,Broadband,0,4,11-01-2025 04:45
23897,14944,18-24,Female,Tablet,Linux,Movie,Documentary,27.99,9,2,1,Free,5G,0,4,16-01-2025 12:10
23898,875,35-44,Female,Mobile,macOS,Live Sports,Romance,72.48,22,1,1,Free,Broadband,2,3,13-02-2025 22:03
23899,7605,18-24,Male,Tablet,iOS,Live Sports,Comedy,11.15,14,1,0,Free,Broadband,0,4,02-01-2025 19:55
23900,10572,25-34,Male,Laptop,iOS,Kids,Romance,0,6,0,0,Free,5G,0,4,28-02-2025 15:05
23901,15429,55+,Female,Laptop,Android,Movie,Sports,7.77,21,0,0,Premium,WiFi,0,3,23-01-2025 06:49
23902,7512,25-34,Male,Laptop,iOS,Kids,Sports,60.37,21,3,1,Free,5G,2,3,21-02-2025 06:53
23903,10340,45-54,Female,Laptop,Linux,TV Show,Comedy,25.79,20,2,0,Ad-supported,4G,0,3,29-03-2025 10:38
23904,18111,18-24,Male,Tablet,Android,Live Sports,Romance,36.11,0,0,0,Free,Broadband,1,4,07-03-2025 09:00
23905,6494,18-24,Female,Mobile,macOS,News,Drama,8.57,7,2,0,Free,4G,0,3,26-03-2025 17:24
23906,981,45-54,Male,Tablet,Windows,TV Show,Action,20.81,8,1,1,Premium,Broadband,0,3,08-05-2025 21:58
23907,16529,25-34,Female,Mobile,macOS,Movie,Sports,18.69,6,3,1,Ad-supported,Broadband,0,4,22-03-2025 20:30
23908,3616,25-34,Male,Mobile,Android,Kids,Action,2.97,19,2,0,Ad-supported,4G,1,1,29-04-2025 12:55
23909,8197,18-24,Male,Laptop,macOS,TV Show,Thriller,30.06,6,6,0,Ad-supported,WiFi,0,3,02-03-2025 15:10
23910,17940,18-24,Male,Mobile,Windows,News,Thriller,17.43,18,4,0,Free,Broadband,0,4,26-01-2025 11:12
23911,8214,35-44,Female,Laptop,Android,Kids,Sports,10.85,20,2,0,Premium,5G,2,2,27-04-2025 11:21
23912,11969,35-44,Male,Tablet,Windows,News,Action,19.55,9,4,0,Ad-supported,4G,0,2,17-02-2025 17:26
23913,16521,45-54,Female,Tablet,macOS,Kids,Sports,18.74,21,0,0,Premium,5G,0,2,12-03-2025 12:15
23914,8688,55+,Female,Smart TV,Linux,Kids,Thriller,29.59,20,3,1,Ad-supported,Broadband,1,1,28-01-2025 16:35
23915,1719,18-24,Male,Smart TV,Android,TV Show,Action,17.77,20,5,0,Ad-supported,5G,0,3,06-01-2025 18:26
23916,14309,25-34,Female,Laptop,Linux,TV Show,Action,25.66,21,5,1,Ad-supported,WiFi,0,3,29-05-2025 21:28
23917,8983,18-24,Male,Laptop,iOS,News,Comedy,17.32,7,3,0,Free,WiFi,1,4,22-03-2025 19:20
23918,10227,25-34,Female,Mobile,macOS,Kids,Action,29.23,9,0,0,Free,WiFi,1,1,12-01-2025 12:20
23919,7609,35-44,Female,Tablet,iOS,Kids,Thriller,39.29,20,3,0,Ad-supported,Broadband,0,4,14-01-2025 18:44
23920,19087,35-44,Female,Mobile,iOS,Movie,Sports,11.37,7,3,0,Ad-supported,Broadband,2,3,16-06-2025 12:47
23921,15376,18-24,Female,Smart TV,iOS,TV Show,Action,14.96,3,2,0,Free,WiFi,1,2,20-04-2025 17:29
23922,1162,25-34,Female,Mobile,iOS,Live Sports,Thriller,18.47,11,3,0,Ad-supported,Broadband,1,3,17-04-2025 14:01
23923,12386,18-24,Female,Mobile,Linux,News,Documentary,89.09,21,4,0,Ad-supported,5G,0,4,01-03-2025 03:26
23924,19262,45-54,Other,Tablet,iOS,News,Thriller,6.7,21,5,0,Ad-supported,Broadband,0,3,24-04-2025 12:54
23925,19579,25-34,Male,Smart TV,macOS,TV Show,Comedy,48.91,7,4,0,Free,WiFi,0,5,23-01-2025 20:16
23926,6789,45-54,Female,Smart TV,iOS,Kids,Comedy,8.63,17,2,1,Ad-supported,WiFi,0,5,28-04-2025 22:29
23927,12533,45-54,Female,Mobile,Linux,News,Documentary,17.86,19,0,0,Free,Broadband,0,3,19-04-2025 22:25
23928,15612,25-34,Female,Tablet,Android,News,Action,18.65,23,2,1,Free,4G,0,3,12-04-2025 02:40
23929,1763,25-34,Male,Tablet,Linux,Movie,Comedy,14.89,6,0,0,Free,4G,0,2,24-06-2025 23:52
23930,11870,25-34,Female,Laptop,Android,TV Show,Action,17.19,20,0,0,Free,4G,1,2,25-02-2025 19:43
23931,12306,18-24,Female,Smart TV,iOS,Movie,Drama,18.86,18,2,0,Free,WiFi,1,5,16-03-2025 10:44
23932,19489,45-54,Other,Laptop,Android,Movie,Drama,50.25,21,0,0,Premium,5G,0,3,14-04-2025 02:59
23933,17974,18-24,Female,Laptop,macOS,Movie,Comedy,23.11,6,0,0,Premium,4G,0,4,22-05-2025 17:00
23934,4447,25-34,Male,Smart TV,iOS,Movie,Comedy,9.28,9,1,0,Free,Broadband,0,4,17-01-2025 11:23
23935,14128,18-24,Male,Tablet,Android,Kids,Comedy,37.45,21,3,1,Ad-supported,4G,1,2,19-02-2025 20:14
23936,13541,25-34,Male,Laptop,macOS,TV Show,Sports,3.59,19,5,0,Ad-supported,5G,1,5,07-01-2025 02:24
23937,13964,35-44,Female,Laptop,Android,Kids,Documentary,7.23,7,1,0,Ad-supported,WiFi,2,4,25-04-2025 08:39
23938,4087,25-34,Female,Laptop,Android,Kids,Documentary,3.65,20,1,1,Free,4G,2,4,18-01-2025 15:01
23939,13968,45-54,Male,Tablet,Windows,Live Sports,Thriller,48.24,9,0,0,Free,4G,2,3,19-02-2025 10:13
23940,1105,45-54,Female,Mobile,Android,Movie,Romance,12.64,6,4,0,Ad-supported,4G,0,1,08-03-2025 16:03
23941,13170,18-24,Female,Tablet,macOS,Live Sports,Thriller,14.7,18,1,1,Free,4G,0,3,23-01-2025 13:06
23942,8787,45-54,Male,Tablet,Windows,TV Show,Comedy,28.76,7,2,0,Ad-supported,WiFi,0,5,01-05-2025 00:16
23943,649,18-24,Female,Smart TV,iOS,Live Sports,Drama,93.69,18,2,1,Ad-supported,5G,0,3,15-02-2025 16:37
23944,11071,35-44,Male,Mobile,iOS,Movie,Sports,7.89,18,3,1,Ad-supported,5G,0,4,27-03-2025 07:53
23945,14916,45-54,Male,Laptop,Windows,Live Sports,Romance,6.52,16,2,0,Ad-supported,5G,0,5,15-01-2025 03:31
23946,15700,18-24,Female,Laptop,macOS,TV Show,Action,3.37,17,2,0,Free,4G,1,4,06-05-2025 22:00
23947,5598,Other,Female,Tablet,iOS,Movie,Drama,132.58,18,3,0,Free,4G,0,4,17-05-2025 12:03
23948,18313,45-54,Female,Tablet,Linux,News,Thriller,9.97,5,1,0,Premium,WiFi,1,5,01-05-2025 06:14
23949,7101,18-24,Female,Laptop,iOS,Movie,Thriller,0,15,3,1,Free,5G,0,4,23-01-2025 09:33
23950,10371,25-34,Female,Laptop,macOS,Kids,Thriller,31.13,9,0,0,Free,Broadband,0,1,22-05-2025 08:25
23951,7131,18-24,Male,Mobile,iOS,Kids,Documentary,16.87,0,2,0,Free,4G,1,4,16-04-2025 16:33
23952,1161,18-24,Female,Laptop,Android,Kids,Thriller,3.21,7,2,0,Free,Broadband,2,3,28-06-2025 17:33
23953,9141,18-24,Male,Tablet,Linux,News,Comedy,19.11,1,5,0,Free,5G,1,4,07-02-2025 03:38
23954,17675,18-24,Other,Tablet,Android,News,Romance,48.29,18,5,0,Ad-supported,Broadband,0,4,07-05-2025 23:28
23955,14485,25-34,Female,Tablet,Linux,Movie,Action,20.27,18,2,1,Free,Broadband,0,,20-01-2025 22:22
23956,13138,Other,Male,Tablet,Windows,Live Sports,Sports,21.84,15,4,0,Ad-supported,Broadband,1,3,15-04-2025 02:41
23957,14079,45-54,Male,Laptop,Windows,Kids,Thriller,10.34,9,1,0,Free,WiFi,3,4,08-03-2025 00:05
23958,12890,35-44,Female,Mobile,Linux,TV Show,Sports,191.86,11,0,0,Free,WiFi,0,3,07-05-2025 05:01
23959,7884,45-54,Other,Set-top Box,Android,TV Show,Sports,8.95,3,0,0,Free,5G,2,3,11-04-2025 06:55
23960,15142,35-44,Male,Mobile,iOS,Movie,Comedy,11.18,20,1,0,Ad-supported,Broadband,0,4,13-06-2025 06:19
23961,7279,25-34,Female,Tablet,Android,TV Show,Drama,0,20,1,1,Free,WiFi,1,3,05-06-2025 04:09
23962,8308,35-44,Male,Tablet,Android,Kids,Drama,0,18,3,0,Free,5G,1,4,26-04-2025 06:20
23963,6752,18-24,Male,Smart TV,Windows,News,Sports,34.45,5,1,0,Premium,5G,0,5,04-04-2025 08:25
23964,14409,18-24,Male,Laptop,macOS,Live Sports,Documentary,40.52,9,1,0,Ad-supported,4G,0,4,06-04-2025 06:33
23965,16884,25-34,Male,Mobile,Android,Movie,Thriller,29.16,2,6,0,Ad-supported,WiFi,0,2,24-03-2025 10:21
23966,361,18-24,Female,Laptop,Windows,Kids,Documentary,5.9,7,0,0,Free,4G,2,4,03-02-2025 23:36
23967,4153,45-54,Male,Smart TV,Linux,Live Sports,Comedy,17.73,12,1,0,Premium,WiFi,0,4,17-03-2025 18:01
23968,14157,45-54,Female,Laptop,iOS,Kids,Drama,7.37,3,3,0,Free,4G,1,4,05-06-2025 08:53
23969,8288,35-44,Female,Laptop,Linux,Live Sports,Thriller,0.34,19,3,0,Ad-supported,Broadband,0,3,27-05-2025 07:39
23970,14114,55+,Female,Mobile,Windows,TV Show,Thriller,38.58,6,1,1,Premium,4G,2,2,26-03-2025 20:19
23971,6779,18-24,Female,Laptop,macOS,Movie,Comedy,1.79,20,1,0,Free,5G,1,4,26-04-2025 14:56
23972,848,25-34,Female,Laptop,macOS,Live Sports,Thriller,2.08,3,4,1,Free,Broadband,1,5,07-04-2025 01:14
23973,15064,25-34,Male,Tablet,Windows,TV Show,Comedy,39.86,9,3,0,Free,4G,0,3,03-03-2025 06:26
23974,14865,45-54,Female,Mobile,macOS,Kids,Thriller,9.24,20,7,0,Free,5G,0,3,02-01-2025 09:58
23975,17923,25-34,Male,Laptop,iOS,News,Documentary,26.91,20,0,0,Premium,4G,0,2,05-03-2025 00:31
23976,10210,18-24,Female,Mobile,Android,Kids,Drama,125.49,18,5,1,Free,Broadband,1,3,13-03-2025 05:01
23977,9243,35-44,Male,Laptop,Windows,TV Show,Thriller,65.11,18,3,0,Ad-supported,4G,2,1,13-06-2025 15:54
23978,10656,55+,Female,Tablet,Linux,Live Sports,Drama,0,11,0,0,Premium,4G,1,4,15-01-2025 19:43
23979,15788,25-34,Female,Smart TV,Linux,Live Sports,Documentary,41.51,21,3,1,Ad-supported,5G,0,5,10-05-2025 08:32
23980,5483,18-24,Male,Mobile,Android,Kids,Action,26.79,10,1,0,Ad-supported,WiFi,1,4,04-02-2025 20:43
23981,3520,Other,Male,Laptop,Windows,TV Show,Comedy,20.3,6,0,0,Ad-supported,4G,0,3,21-06-2025 11:49
23982,11273,45-54,Female,Laptop,iOS,Kids,Sports,4.24,2,1,0,Ad-supported,4G,0,2,22-03-2025 08:03
23983,5216,18-24,Male,Smart TV,Windows,Kids,Romance,11.4,9,0,0,Free,4G,0,3,07-02-2025 22:05
23984,4491,35-44,Male,Smart TV,Linux,TV Show,Drama,18.15,7,5,0,Ad-supported,5G,1,3,10-03-2025 03:05
23985,16773,35-44,Female,Laptop,macOS,Live Sports,Action,32.24,6,7,0,Ad-supported,Broadband,0,4,10-05-2025 22:35
23986,3401,35-44,Female,Laptop,Windows,Kids,Action,41.88,14,1,1,Ad-supported,5G,0,5,06-03-2025 11:42
23987,14412,45-54,Male,Laptop,iOS,TV Show,Thriller,18,2,3,1,Ad-supported,WiFi,0,3,09-05-2025 18:29
23988,19375,18-24,Female,Tablet,Linux,Movie,Action,11.19,9,0,0,Free,5G,1,4,07-03-2025 00:43
23989,16685,35-44,Female,Laptop,Android,News,Sports,43.94,18,4,1,Ad-supported,5G,1,4,24-06-2025 18:30
23990,519,35-44,Female,Laptop,iOS,Kids,Sports,16.04,7,1,0,Free,Broadband,0,5,20-06-2025 21:33
23991,15491,25-34,Female,Mobile,macOS,TV Show,Sports,13.53,22,5,0,Ad-supported,Broadband,0,3,09-06-2025 05:42
23992,8022,18-24,Male,Smart TV,Windows,TV Show,Drama,6.95,7,2,0,Free,5G,0,4,29-01-2025 03:01
23993,6151,45-54,Female,Mobile,macOS,Movie,Thriller,3.69,2,3,0,Free,5G,0,3,05-02-2025 14:20
23994,1269,35-44,Male,Laptop,macOS,News,Romance,4.26,20,4,0,Ad-supported,Broadband,1,5,01-03-2025 17:21
23995,10321,35-44,Female,Mobile,Linux,TV Show,Documentary,4.12,8,5,0,Ad-supported,Broadband,0,5,16-03-2025 10:16
23996,2495,18-24,Male,Laptop,Windows,News,Documentary,2.48,19,2,0,Ad-supported,5G,1,3,02-05-2025 22:16
23997,13948,18-24,Female,Smart TV,macOS,TV Show,Romance,1.37,20,0,0,Free,Broadband,0,3,01-01-2025 20:23
23998,1814,18-24,Female,Smart TV,Linux,Kids,Comedy,45.43,7,2,1,Ad-supported,Broadband,1,3,05-03-2025 18:04
23999,702,25-34,Male,Mobile,Android,TV Show,Sports,32.61,21,0,0,Ad-supported,WiFi,1,3,28-02-2025 06:35
24000,5568,35-44,Female,Laptop,macOS,Kids,Action,23.55,6,2,1,Free,5G,0,5,19-05-2025 07:49
24001,11458,35-44,Female,Tablet,Windows,Live Sports,Comedy,9.41,9,3,1,Free,WiFi,1,2,25-03-2025 07:12
24002,16184,55+,Male,Smart TV,Linux,Live Sports,Action,1.33,18,1,1,Premium,WiFi,1,3,09-01-2025 10:41
24003,9528,35-44,Male,Tablet,Android,Movie,Romance,76.01,23,4,0,Ad-supported,4G,1,5,08-06-2025 22:01
24004,2273,45-54,Male,Tablet,Windows,News,Action,33.91,10,0,0,Premium,5G,0,3,07-03-2025 03:23
24005,18978,18-24,Other,Mobile,Android,Kids,Documentary,39.03,21,1,1,Ad-supported,5G,2,1,18-06-2025 07:59
24006,19042,25-34,Other,Smart TV,Android,TV Show,Drama,13.64,21,1,1,Free,WiFi,1,4,16-04-2025 19:36
24007,10634,25-34,Female,Laptop,macOS,Kids,Romance,34.31,9,0,0,Free,WiFi,0,3,03-01-2025 22:11
24008,12412,18-24,Other,Laptop,Windows,Live Sports,Drama,6.51,20,2,0,Free,Broadband,1,4,07-02-2025 00:39
24009,19231,35-44,Female,Laptop,iOS,Live Sports,Documentary,50.68,19,1,0,Free,Broadband,1,4,27-06-2025 03:56
24010,17784,45-54,Female,Tablet,macOS,Kids,Sports,13.98,21,1,1,Ad-supported,Broadband,3,1,05-06-2025 18:13
24011,15737,55+,Female,Smart TV,Android,Live Sports,Action,89.05,9,0,0,Premium,Broadband,0,2,02-02-2025 12:14
24012,10940,18-24,Other,Tablet,Android,Movie,Thriller,26.06,5,1,1,Free,4G,2,3,03-03-2025 11:58
24013,12542,45-54,Female,Tablet,Linux,Live Sports,Documentary,13.28,9,1,0,Free,5G,1,4,23-01-2025 07:12
24014,11831,18-24,Female,Mobile,macOS,TV Show,Documentary,118.83,6,0,0,Free,Broadband,0,4,22-05-2025 03:34
24015,14060,18-24,Male,Laptop,iOS,News,Thriller,31.31,6,2,0,Free,WiFi,1,4,29-06-2025 01:04
24016,19195,18-24,Female,Laptop,Windows,TV Show,Action,16.32,4,3,0,Free,WiFi,1,2,23-01-2025 07:14
24017,3006,25-34,Female,Mobile,macOS,Live Sports,Thriller,14.31,18,5,1,Free,WiFi,0,4,14-03-2025 10:24
24018,3317,25-34,Male,Smart TV,Windows,News,Comedy,25.75,18,1,0,Free,5G,0,,17-02-2025 11:55
24019,463,55+,Female,Laptop,Linux,Movie,Documentary,45.64,7,0,0,Premium,5G,2,2,05-06-2025 11:49
24020,3457,35-44,Female,Smart TV,macOS,Kids,Romance,31.21,7,3,0,Free,WiFi,1,5,17-03-2025 17:06
24021,2299,18-24,Male,Mobile,Windows,Live Sports,Comedy,48.43,7,2,0,Free,4G,0,3,09-05-2025 09:19
24022,6416,25-34,Male,Laptop,Android,Movie,Romance,13.98,19,1,1,Ad-supported,Broadband,2,4,26-05-2025 06:01
24023,11248,25-34,Female,Laptop,Linux,Movie,Sports,5.57,4,1,0,Premium,5G,1,4,03-06-2025 08:09
24024,19194,35-44,Female,Mobile,Linux,TV Show,Sports,26.4,9,8,0,Ad-supported,4G,0,3,28-02-2025 05:42
24025,6040,25-34,Female,Laptop,Android,Live Sports,Sports,50.88,20,2,0,Free,WiFi,1,3,21-02-2025 21:10
24026,5719,55+,Male,Tablet,macOS,News,Sports,36.68,7,0,0,Premium,WiFi,2,5,26-05-2025 17:16
24027,19825,18-24,Female,Mobile,macOS,TV Show,Drama,82.79,20,1,0,Free,5G,0,2,17-05-2025 03:31
24028,8853,55+,Female,Laptop,Android,News,Comedy,18.15,20,0,0,Free,Broadband,0,5,12-05-2025 04:51
24029,8176,35-44,Male,Laptop,macOS,Live Sports,Documentary,6.58,18,0,0,Premium,5G,0,4,29-06-2025 23:27
24030,19065,35-44,Female,Mobile,Android,Movie,Thriller,41.95,20,1,1,Free,WiFi,0,4,30-03-2025 06:47
24031,2264,18-24,Male,Tablet,iOS,Movie,Documentary,44.08,19,2,0,Free,Broadband,0,3,04-06-2025 03:01
24032,18687,45-54,Male,Tablet,macOS,Movie,Drama,45.19,20,3,1,Ad-supported,5G,1,4,02-03-2025 21:41
24033,14502,35-44,Female,Tablet,macOS,Kids,Documentary,2.18,7,2,0,Free,4G,3,1,07-03-2025 22:41
24034,200,45-54,Male,Laptop,macOS,TV Show,Documentary,6.76,6,4,0,Ad-supported,Broadband,2,3,28-04-2025 12:57
24035,3924,25-34,Male,Mobile,iOS,Kids,Romance,14.41,1,2,0,Free,WiFi,1,3,01-01-2025 05:33
24036,17297,25-34,Female,Mobile,Windows,News,Documentary,8.83,2,4,0,Ad-supported,5G,1,3,12-04-2025 00:15
24037,19387,18-24,Male,Tablet,Windows,Kids,Action,3.16,8,3,0,Free,WiFi,0,5,13-05-2025 03:53
24038,16504,35-44,Female,Laptop,Android,Kids,Romance,51.97,7,2,1,Free,4G,0,4,12-04-2025 18:06
24039,895,18-24,Female,Mobile,Android,TV Show,Comedy,76.15,9,5,0,Premium,Broadband,1,2,12-01-2025 18:14
24040,2386,55+,Male,Laptop,Windows,Kids,Drama,8.7,15,0,0,Premium,WiFi,0,3,09-06-2025 00:41
24041,2608,18-24,Male,Tablet,iOS,Live Sports,Comedy,31.38,19,1,0,Free,Broadband,0,2,17-03-2025 03:37
24042,13143,Other,Male,Set-top Box,Windows,Movie,Sports,118.37,21,2,1,Ad-supported,4G,0,5,26-05-2025 00:02
24043,537,25-34,Male,Laptop,Windows,Live Sports,Documentary,8.24,21,0,0,Premium,5G,1,4,01-05-2025 01:31
24044,12960,25-34,Male,Mobile,macOS,Kids,Drama,19.06,23,0,0,Free,Broadband,0,2,25-01-2025 04:18
24045,8582,25-34,Female,Mobile,iOS,News,Drama,11.02,7,0,0,Free,WiFi,1,4,30-04-2025 21:07
24046,15256,35-44,Female,Smart TV,iOS,Kids,Sports,80.9,18,0,0,Premium,5G,1,4,28-05-2025 15:32
24047,5704,18-24,Female,Tablet,iOS,Live Sports,Comedy,1.48,20,4,0,Ad-supported,4G,1,3,21-03-2025 10:31
24048,9344,25-34,Female,Mobile,Android,Movie,Sports,13.38,20,2,0,Free,4G,0,5,02-01-2025 15:11
24049,9455,25-34,Female,Laptop,macOS,Kids,Drama,35.04,0,2,1,Free,Broadband,2,2,09-03-2025 16:26
24050,2793,18-24,Female,Tablet,iOS,Live Sports,Drama,29.44,9,2,1,Free,5G,1,1,26-02-2025 21:41
24051,16012,25-34,Male,Mobile,Android,Kids,Drama,16.32,21,0,0,Free,WiFi,0,3,19-03-2025 15:27
24052,6327,55+,Female,Smart TV,Windows,Kids,Drama,77.23,21,1,0,Premium,4G,1,3,06-03-2025 04:16
24053,1366,35-44,Female,Tablet,Linux,Live Sports,Drama,67.24,20,3,0,Ad-supported,Broadband,0,5,14-04-2025 22:10
24054,2207,18-24,Female,Mobile,Linux,Kids,Drama,27.49,19,1,0,Free,WiFi,0,3,23-02-2025 15:53
24055,10676,45-54,Male,Laptop,Linux,News,Sports,15.17,9,1,0,Free,Broadband,1,2,13-06-2025 13:38
24056,10257,18-24,Male,Smart TV,Windows,Movie,Action,7.78,18,1,0,Free,4G,0,3,05-03-2025 09:45
24057,15541,25-34,Female,Laptop,iOS,Movie,Romance,99.27,19,2,1,Free,Broadband,2,4,08-01-2025 20:00
24058,11080,25-34,Female,Set-top Box,Windows,Live Sports,Action,18.33,17,2,0,Free,Broadband,1,3,19-04-2025 02:23
24059,18482,18-24,Male,Tablet,Windows,Movie,Action,44.33,18,2,1,Ad-supported,Broadband,0,2,31-01-2025 00:20
24060,13667,45-54,Male,Mobile,Linux,Live Sports,Comedy,5.18,13,1,1,Premium,4G,0,,30-01-2025 21:50
24061,1489,45-54,Other,Laptop,Linux,Live Sports,Drama,16.69,3,3,0,Ad-supported,WiFi,0,5,17-06-2025 15:32
24062,19880,35-44,Female,Tablet,Linux,TV Show,Comedy,18.05,20,2,0,Premium,WiFi,0,4,14-04-2025 11:57
24063,10948,18-24,Female,Laptop,Windows,Movie,Romance,20.34,20,3,0,Free,Broadband,0,2,21-05-2025 11:33
24064,17937,18-24,Male,Laptop,Windows,Kids,Documentary,32.5,9,0,0,Premium,4G,0,2,29-05-2025 13:41
24065,5250,18-24,Other,Tablet,iOS,Live Sports,Action,21.53,6,1,0,Premium,4G,0,4,24-02-2025 05:53
24066,11968,35-44,Male,Laptop,Android,Kids,Documentary,22.69,8,0,0,Free,4G,1,3,15-02-2025 17:46
24067,6288,35-44,Male,Smart TV,Linux,Kids,Documentary,34.35,8,3,0,Free,4G,1,1,18-06-2025 17:50
24068,16892,55+,Male,Laptop,Android,TV Show,Drama,36.53,3,0,0,Premium,4G,0,5,10-03-2025 03:54
24069,6393,18-24,Male,Smart TV,Android,TV Show,Thriller,27.25,15,3,0,Free,Broadband,1,4,11-01-2025 00:11
24070,18185,55+,Male,Mobile,Linux,News,Thriller,30.01,18,0,0,Premium,5G,2,2,21-05-2025 15:22
24071,9693,18-24,Female,Tablet,iOS,Kids,Documentary,73.59,22,1,1,Ad-supported,Broadband,1,4,27-05-2025 06:00
24072,3276,18-24,Female,Mobile,Android,Live Sports,Documentary,151.5,8,6,1,Ad-supported,Broadband,0,4,24-01-2025 09:13
24073,19420,45-54,Male,Laptop,Windows,News,Thriller,4.46,18,1,1,Ad-supported,4G,0,4,18-05-2025 21:21
24074,12884,25-34,Female,Mobile,macOS,Kids,Action,25,9,2,0,Ad-supported,Broadband,2,3,25-04-2025 04:28
24075,8247,18-24,Female,Laptop,iOS,Live Sports,Sports,24.67,9,2,0,Free,WiFi,0,4,15-01-2025 10:34
24076,8411,18-24,Female,Smart TV,macOS,Movie,Documentary,29.22,8,1,0,Ad-supported,WiFi,0,,20-04-2025 05:29
24077,6456,55+,Male,Tablet,Linux,News,Drama,67.05,19,1,0,Free,4G,0,2,11-02-2025 21:25
24078,7843,25-34,Male,Laptop,Linux,News,Documentary,50.3,10,0,0,Free,WiFi,0,1,20-06-2025 14:37
